11LU013	11LU016	11LU022	11LU035	C3L-00001	C3L-00009	C3L-00080	C3L-00083	C3L-00093	C3L-00094	C3L-00095	C3L-00140	C3L-00144	C3L-00263	C3L-00279	C3L-00368	C3L-00412	C3L-00422	C3L-00510	C3L-00604	C3L-00893	C3L-00913	C3L-00973	C3L-01330	C3L-01632	C3L-01682	C3L-01683	C3L-01862	C3L-01889	C3L-01890	C3L-01924	C3L-02219	C3L-02345	C3L-02348	C3L-02350	C3L-02365	C3L-02508	C3L-02549	C3N-00167	C3N-00169	C3N-00175	C3N-00180	C3N-00199	C3N-00203	C3N-00217	C3N-00223	C3N-00293	C3N-00294	C3N-00433	C3N-00546	C3N-00547	C3N-00549	C3N-00550	C3N-00551	C3N-00552	C3N-00556	C3N-00559	C3N-00560	C3N-00572	C3N-00574	C3N-00578	C3N-00579	C3N-00580	C3N-00704	C3N-00737	C3N-00738	C3N-00959	C3N-01016	C3N-01021	C3N-01023	C3N-01024	C3N-01030	C3N-01071	C3N-01072	C3N-01074	C3N-01405	C3N-01410	C3N-01413	C3N-01414	C3N-01415	C3N-01416	C3N-01488	C3N-01489	C3N-01799	C3N-01823	C3N-01842	C3N-02000	C3N-02002	C3N-02003	C3N-02067	C3N-02087	C3N-02089	C3N-02145	C3N-02149	C3N-02155	C3N-02158	C3N-02379	C3N-02380	C3N-02421	C3N-02422	C3N-02423	C3N-02424	C3N-02433	C3N-02529	C3N-02572	C3N-02582	C3N-02586	C3N-02587	C3N-02588	C3N-02729
ZBTB16	0.426070626223	0.423259825412	0.494920467596667	0.468381814796667	0.536272251796667	0.47516439213	0.486684977536667	0.528117354896667	0.463615391672567	0.409333953490333	0.479668530851667	0.429802934503333	0.425504935223333	0.520005018143333	0.513369868743333	0.505675404816667	0.475329175556667	0.374018450383333	0.416488243075	0.558846876433333	0.454467043141333	0.466994486186667	0.462192904333333	0.49446899525	0.446438046663333	0.449035764051333	0.47348574179	0.388276883326667	0.417920326346667	0.5001847105	0.444593401033	0.438604026076667	0.514736370933333	0.58544827905	0.468576555403333	0.419848681482333	0.5099750473	0.462050930422	0.401809634160667	0.444851393476667	0.392240643870667	0.42835569371	0.453334523856667	0.431352881137667	0.497913866586333	0.42816843935	0.507978810216667	0.509844092733333	0.47650645558	0.426154243283333	0.443037425663333	0.401322495456667	0.41660256351	0.502426288559	0.434828632364667	0.475641619456667	0.515294596333333	0.448554316169967	0.481478146773333	0.509051460613333	0.44879945909	0.499309059286667	0.440378653093333	0.462068342816667	0.510477896143333	0.47116201418	0.475522074423333	0.453455175113333	0.513704059145	0.482172710366667	0.418688662713	0.462352699123333	0.454948857818667	0.460838722373333	0.434897943766667	0.390340910966667	0.4022514772338	0.496182503913667	0.477709931500667	0.438340487053333	0.422792509893333	0.449723602803333	0.467934348057	0.41222055111	0.483069938943333	0.477624959092667	0.521658474273333	0.521558564163333	0.447016361915333	0.4405003416	0.455496484526667	0.442279776486667	0.46556863921	0.48722291532	0.454346134746667	0.50282768413	0.428502721437667	0.453325437176667	0.49375400071	0.412327670766667	0.470423853233333	0.408573163430333	0.469235357966667	0.426781500886667	0.49460742957	0.494251321966667	0.441058883143333	0.424625878911667	0.532244099936667	0.481418329841
ETV6	0.509720726506667	0.459850985133333	0.480501960606667	0.51403557053	0.402443387629333	0.484864284613333	0.47137632806	0.461781037286667	0.482403953980667	0.46432220628	0.449896567136667	0.408705223443333	0.440828971796667	0.438437706536667	0.49416502638	0.502313715713333	0.486732142386667	0.502237870663333	0.495570244326667	0.466782847696667	0.404487562016667	0.491972328193667	0.409021625246667	0.42193615857	0.46455966723	0.485243184246667	0.480915927576667	0.418367787776667	0.470937351711333	0.498973427005333	0.498692001973333	0.510270537363333	0.450737376146667	0.442946329263333	0.471857467356667	0.40926235761	0.449243679016667	0.464360142986667	0.488051268517667	0.483048804107667	0.519853095517333	0.471138059987333	0.45887711207	0.507887658343333	0.43723084259	0.44266399327	0.4466721779	0.478973848263667	0.453865013492	0.459659895003333	0.46863329576	0.454747966759	0.477901129666667	0.457581932633333	0.47379945615	0.446595476171333	0.46693962271	0.40873620038	0.451011780383333	0.459951878105333	0.503119935151667	0.4951389678	0.506778565083333	0.5141919843	0.45947438106	0.518831578203333	0.41885667731	0.45631255029	0.487694033566667	0.411466403676667	0.552937284876667	0.497924145189333	0.463676680526667	0.430964319875	0.417521147256667	0.4744790309	0.485441441518333	0.43255512182	0.4852204147	0.469633526710667	0.478548724526667	0.45791556288	0.432853842329667	0.409348889463333	0.400654755033333	0.436408746476667	0.438478941833767	0.430099948913333	0.498190504043333	0.45627442686	0.49768449355	0.4782086596	0.430213441101	0.482671432336667	0.475529498603333	0.44989133978	0.517491883763333	0.427454343483333	0.473162747400667	0.489957710656667	0.48708424527	0.397450449559333	0.471663987913333	0.443535779866667	0.4808509979	0.459814254803333	0.494019813479333	0.50024587054	0.487680306923333	0.438018834373333
RUNX1	0.417582606025	0.38767789711	0.291552295091667	0.355826742551333	0.547162775939333	0.376481681692667	0.436261052033333	0.50287043473	0.416336646193333	0.613799158727	0.55707456205	0.481160222808333	0.38808539185	0.490475044319333	0.47291260431	0.405659420623333	0.54598803313	0.41859160506	0.30952985426	0.495072358201667	0.560011148933333	0.522654187366667	0.565294803013333	0.472456460813333	0.42617034787	0.616895616816667	0.526797289903333	0.483040297763333	0.383533525086667	0.5661335065	0.5407938816	0.510241143996667	0.504764821376667	0.649826494033333	0.571056816733333	0.225176385113333	0.51875955561	0.46792059788	0.348930196961333	0.390978060963333	0.316720989057333	0.369075105783333	0.428694478139667	0.370433334764967	0.409841415256667	0.6091689637	0.418257972356667	0.300535011053333	0.46712404171	0.412948822286667	0.45283934282	0.318793414113333	0.434626993086667	0.374222137025333	0.34158367626	0.287308243683333	0.44324005791	0.486619851286667	0.4880548197	0.431500848303333	0.420723984144333	0.440314939393333	0.346598279446667	0.3248991301	0.497846570046667	0.542671766823333	0.4868894501	0.450598342641667	0.398950855516667	0.573909984133333	0.325387699686333	0.458305716923333	0.485048853793333	0.51868125459	0.467535331160667	0.471752010506667	0.498392469220333	0.53211512474	0.44198460735	0.403570653444333	0.565231460816	0.395701761439333	0.426006134312667	0.461556643393333	0.41105320469	0.440358030317	0.479099617626667	0.46517007584	0.482899293013333	0.35321040358	0.422896274757133	0.394804962523333	0.432452154076333	0.492984459403333	0.288653978473333	0.55168073471	0.370902031346667	0.5350542786	0.390039422666667	0.439093249566667	0.389205983143333	0.45245036628	0.534367297666667	0.418421676876667	0.399243474281333	0.39607111076	0.410514401868333	0.46819311803	0.32205673507	0.45852814129
STAT1	0.271038897233333	0.794269700666667	0.319112671633333	0.598934158	0.343559758666667	0.0543155094466667	0.0326179569766667	0.0257573968876667	0.544070232333333	0.0531647300046667	0.156064848533333	0.0636767412333333	0.0912753969066667	0.125691141516667	0.510682552666667	0.0807465768966667	0.0578892075433333	0.0642536029266667	0.0535574909666667	0.109184871236667	0.0288438063063333	0.2604186427	0.162428519296667	0.040327329258	0.0418630310743333	0.456736903666667	0.842494943333333	0.0554430936333333	0.0227962569616667	0.0214553121473333	0.329487633333333	0.2709266964	0.13047491254	0.15182220012	0.036340620981	0.0509550104543333	0.0573521538833333	0.201538053533333	0.054628897089	0.128953430026667	0.330609389	0.0327122944983333	0.0466174581933333	0.959448743333333	0.028796799777	0.154078122216667	0.0830450449666667	0.963965293333333	0.885846933333333	0.83033577	0.0597598309033333	0.0256076627976667	0.208216561333333	0.2634133643	0.558184996666667	0.945789113333333	0.091518017425	0.0903400536366667	0.118221124986667	0.1748964916	0.391165123	0.460720586	0.876055562333333	0.694657792666667	0.0470866038276667	0.0626086656273333	0.03849864249	0.0522012199533333	0.046696445944	0.168732087766667	0.197677115033333	0.858393923333333	0.0843641657933333	0.369723637333333	0.050046284687	0.684729273666667	0.0425384011133333	0.339017926033333	0.0503008872066667	0.461889873333333	0.464517893666667	0.657675131	0.516473712	0.06816786957	0.0402332511233333	0.0481720690766667	0.12293100726	0.0255827834966667	0.91645168	0.08582191207	0.937079236666667	0.12739125891	0.035735078166	0.0497050106066667	0.10989436519	0.0673746678016667	0.832521599333333	0.037153653632	0.3090478128	0.03895361208	0.898344123333333	0.959248816666667	0.0444873085166667	0.752312938	0.08772195292	0.113287684346667	0.0750292977533333	0.103072647716667	0.07055866274	0.0376801722636667
STAT3	0.345258189333333	0.61246585	0.184077631733333	0.812653633333333	0.04128622867	0.0878748627166667	0.039600259534	0.018182361447	0.382961643666667	0.0268028829663333	0.154972737833333	0.04104682139	0.1201450393	0.12545267969	0.235913357666667	0.0315757514966667	0.0602348890983333	0.0331719734166667	0.0174800649866667	0.0547283669433333	0.0257945993613333	0.464728922666667	0.0610232211043333	0.0164661910026667	0.04530836359	0.120635127576667	0.631748423333333	0.0894116497666667	0.009914892609	0.0174261920066667	0.0525884453633333	0.06424594385	0.355743496	0.04750698921	0.0335275705666667	0.0543356531733333	0.0301094302466667	0.04253385682	0.0194479141446667	0.188342730333333	0.141059750333333	0.0251485689926667	0.04300813123	0.957503943333333	0.0399167389233333	0.0224933078396667	0.0252987002013333	0.962829653	0.718181403333333	0.588764018666667	0.0344873451866667	0.06566282086	0.143668540166667	0.598785476666667	0.402352231333333	0.95379532	0.0485699123626667	0.03182008551	0.0427421446136667	0.141426821066667	0.235739459333333	0.131640011056667	0.913544816666667	0.09568243243	0.0284300758466667	0.0389000674533333	0.0291884668516667	0.0416063776723333	0.03771018489	0.0765633417666667	0.456451745333333	0.684185516666667	0.1003966455	0.172206281166667	0.06381131708	0.51319221	0.05551945069	0.0640501396233333	0.0312158639516667	0.0946388104066667	0.186653008666667	0.450841641	0.401333775666667	0.0275462471773333	0.10903277511	0.11513144451	0.0241653945833333	0.01556142082	0.94792142	0.0234660498413333	0.87256526	0.544364066666667	0.029523259051	0.0954857506066667	0.189826483933333	0.0201416645586667	0.748218973333333	0.015598683342	0.0873720655933333	0.0460208180243333	0.91555646	0.970112306666667	0.0378202820467333	0.161112900833333	0.110337565656667	0.039586507	0.0395666456683333	0.0553972877406667	0.05547236597	0.03625532699
ETV4	0.621296886533333	0.721249997833333	0.50859055001	0.65500306172	0.369939533536667	0.532207728723333	0.303117788426667	0.359286890693333	0.607991059953333	0.437371501846667	0.497930183053333	0.186844545767	0.464508576766667	0.448325851133333	0.577248157	0.218344684418333	0.45840226746	0.39018139738	0.117142382523	0.403436940353333	0.13499051889	0.440270978476667	0.331217094005667	0.0767492966666667	0.397274230233333	0.296476703626667	0.5643084786	0.332104136161	0.118744904104667	0.217644394674	0.405916104212333	0.372357328984	0.637888514166667	0.290104218043333	0.15491067622	0.585870326676667	0.246075781676667	0.217548086743333	0.30552334613	0.5878869057	0.51998907254	0.4315818786	0.358167191355	0.752534889	0.278651347996667	0.152534626008767	0.192062806856667	0.815740245333333	0.590232147696667	0.5385747706	0.287109141069467	0.470330600626667	0.59748939885	0.684306844933333	0.586726416616667	0.804837589666667	0.267126874783333	0.251591482046667	0.23761087069	0.56509481192	0.525168236393333	0.313027139128667	0.699559689666667	0.418199945846667	0.255898511168667	0.310335507566667	0.190318397626667	0.47584798914	0.425997473826667	0.455756784833333	0.60400148157	0.765120994	0.42685984151	0.59814779627	0.441114219716667	0.395352819357333	0.370394401946667	0.338949985693333	0.362089128132333	0.479123892953333	0.49495185017	0.599012064243333	0.46290949441	0.14273781343	0.36156760299	0.505165248233333	0.226349070343333	0.121760335623333	0.691669695666667	0.21618507051	0.7677219119	0.404359610386667	0.37344133147	0.423000711178333	0.604119937933333	0.199665390466667	0.7116017833	0.15679561961	0.454291682233333	0.42480005319	0.7154593536	0.821465826	0.288304945123333	0.36359238225	0.445316049175	0.4099439882	0.289642667416667	0.244126212013333	0.460979372893333	0.303499313354333
MTF1	0.484681764323333	0.468669642	0.45817333246	0.51112231623	0.415354829533333	0.458773520316667	0.44271313195	0.50944588681	0.480294367187	0.410833806103333	0.525705295939333	0.45638619992	0.497025490613333	0.451689692761333	0.557389416406667	0.454760451133333	0.433005159196667	0.528093287463333	0.526179337846667	0.417958627533333	0.460083496456667	0.482700800066667	0.476724387253333	0.457304061186667	0.436360553866667	0.46364301688	0.454563699996667	0.459811854576667	0.426792536033333	0.499947851196667	0.533569028603	0.470220628586667	0.536208236743333	0.428020802434333	0.438763626843333	0.45037204076	0.481058514063333	0.469436308316667	0.511921604653333	0.47741776894	0.513363896753333	0.509407883103333	0.500109374846667	0.620094195196667	0.43771708545	0.407190168456333	0.435029684166667	0.542502497983333	0.385235777075333	0.50950152911	0.452115002946667	0.435244961533333	0.494703401213333	0.502591162206667	0.524677439341667	0.504438935033333	0.441147700416667	0.467555965916667	0.447223051736333	0.467120911833333	0.425387904603667	0.47525043522	0.489008315343333	0.50614032597	0.46315029219	0.47906925052	0.49212338268	0.441640376733333	0.43823017362	0.413162897048333	0.484982813923333	0.459323607445333	0.501133136776667	0.441228553883	0.4819463395	0.503584594766667	0.504127206593333	0.4424760315	0.430767849472667	0.445208383906667	0.514471864277933	0.437809622982333	0.529587130356667	0.403368966473333	0.475733385886667	0.456637535363333	0.44516119183	0.422919939036	0.495343933546667	0.460677224466	0.523314877856667	0.456511811246667	0.408330176347933	0.4356760728	0.430398836611867	0.4093819879	0.48711389233	0.491812653962667	0.433643390708667	0.463724508556	0.48801028819	0.51093323128	0.484699352973333	0.497261681465333	0.442638588	0.39667565937	0.438738859033333	0.424367499831333	0.47182847675	0.414367105010667
CREB1	0.102245233966667	0.051168465188	0.14263420317	0.0271561168133333	0.03892098758	0.06832007075	0.06833546868	0.134473355133333	0.0395888087033333	0.861518256666667	0.306250813666667	0.12688919327	0.0505360092173333	0.0755418270333333	0.0352981418266667	0.0297718659623333	0.67683048	0.0633200315893333	0.0420840558866667	0.0345524799516667	0.0443642056386667	0.81726655	0.0581380872803333	0.025152620052	0.718210603333333	0.0965187891	0.0660362813833333	0.821962713333333	0.186186612333333	0.424528443	0.0400124951876667	0.0244865502133333	0.884524456666667	0.153193000433333	0.039152073089	0.03369423664	0.05710595701	0.120797860766667	0.0255604655733333	0.133683922266667	0.053038516854	0.973745326666667	0.074690301881	0.207832265166667	0.620961383333333	0.030258306506	0.038940117413	0.0860529717666667	0.03746663005	0.06271968572	0.630771543333333	0.874718266666667	0.0624913326933333	0.0380866490266667	0.0214872645516667	0.0697941782766667	0.0342998267466667	0.854994246666667	0.0360838276316667	0.323007732666667	0.0295651963466667	0.034346225163	0.0477880878763333	0.0442599962266667	0.653677893333333	0.769499466666667	0.312067724333333	0.92748329	0.02662904578	0.88619657	0.0499067189966667	0.05526909448	0.140280900943333	0.0297362083646667	0.914925443333333	0.0640188963966667	0.872610143333333	0.04868319442	0.72413867	0.0194557902973333	0.03476681531	0.026922532185	0.04647333762	0.022076453864	0.393087358333333	0.57712121	0.038190018449	0.0243292472323333	0.0649679932866667	0.0322437707033333	0.0660984983933333	0.964003513333333	0.0619117100966667	0.664811813333333	0.279565679333333	0.0606222472666667	0.04421418134	0.0204487307733333	0.026481107023	0.0757802302066667	0.0472117299	0.0888461109566667	0.0224937740933333	0.0535692481076667	0.031606887479	0.0258589738633333	0.022055416481	0.04202914216	0.044328838624	0.0243962770853333
FOXA2	0.386048837223333	0.321535019195	0.299276245508333	0.363288976893333	0.406525166654733	0.49527051964	0.331689205613	0.47385797011	0.360247868256	0.510005338006333	0.326219246733333	0.54230948902	0.254156149043333	0.379391639271567	0.427676416973333	0.467470393665667	0.6005484913	0.593947549853333	0.544386437973333	0.426726824417333	0.65546202491	0.541783914966667	0.428598582071667	0.590749021106667	0.605905320566667	0.427155286045667	0.309131721618	0.63154846811	0.587002670986667	0.558933489066667	0.440329078863333	0.368262614412667	0.534369306703333	0.669058421746667	0.6577989405	0.35948794415	0.6356932228	0.57917227917	0.49221392832	0.292024478196667	0.318603887203333	0.5311607647	0.415337139170667	0.239743688096667	0.43296698405	0.467475577063333	0.472871543965333	0.467688338666667	0.343624931381667	0.253605462933333	0.364481621861667	0.6402507131	0.422256470366667	0.368817652046667	0.369619095503333	0.254201141408667	0.42411125874	0.345075422904667	0.54306211989	0.291379543473333	0.46196860205	0.355597310336667	0.339141329995667	0.409891639393333	0.398188575386267	0.496989340973333	0.557682167986667	0.475863429013333	0.427667406093667	0.501584593156667	0.43403628375	0.282281192971667	0.299812538913333	0.406554640503333	0.4412133776	0.246634533777	0.437994645753333	0.413381386818667	0.339943256479333	0.373653389437667	0.36792227312	0.419655478298667	0.369671538843333	0.462932256213333	0.386993983002333	0.266571731623333	0.52961622794	0.601627112843333	0.322876345996667	0.402715781083333	0.307772623621667	0.536146654093333	0.5674939732	0.372542674516667	0.299691515993333	0.6691039609	0.319086634531667	0.6178852558	0.388632067323333	0.585539743066667	0.337073739973333	0.25154578889	0.474525309468333	0.372178330733333	0.376655299963333	0.420318447376333	0.460300776166667	0.591194675223333	0.27465994462	0.628407808026667
NFATC2	0.446048189066	0.556617657916667	0.460113028879767	0.531412069203333	0.446007398626667	0.50064877672	0.37937292473	0.484931317906667	0.52008231981	0.5093859925069	0.516102709476667	0.457581524186667	0.437016488413333	0.502038519746667	0.487938773783333	0.380573820072333	0.499266363753333	0.419293464496667	0.34308899219	0.338557789746667	0.339649571448333	0.541935162863333	0.448175446206667	0.341823185569667	0.448656322833333	0.517573920883333	0.523669246163333	0.539491705446667	0.295820500623333	0.350856581619667	0.464212090676333	0.46237584164	0.558168067386667	0.400025921739333	0.327307936467667	0.414983440863333	0.44541534779	0.432411796486667	0.349081520257	0.492914078226667	0.473850013501667	0.47817997854	0.41119077829	0.536688859046	0.42636755318	0.292755227292667	0.43435212584	0.5839586289	0.50988530019	0.620062039106667	0.488858350986667	0.471339846503333	0.486524078279333	0.53100001352	0.444572724616667	0.54243273174	0.390275535236667	0.429140736183333	0.403145549537333	0.49709652407	0.459935306123333	0.405179741236667	0.515404008466667	0.457216570333333	0.394250687151667	0.5115198911	0.460000080883333	0.486937920013333	0.447044643347	0.486274365076667	0.48128366071	0.56340158003	0.407335071323333	0.467695864333333	0.479711106296667	0.489786818226667	0.49743197376	0.41704628575	0.4402614597	0.444346611	0.47668327216	0.560753796783333	0.511886384176667	0.36647800617	0.46633139521	0.4840216415	0.373213068506667	0.322649265533333	0.567632234933333	0.337500871364667	0.489440984047	0.652602376366667	0.395436922486667	0.484713123533333	0.455977419866667	0.353507669856667	0.440409379250667	0.285419797123333	0.45506787746	0.34322163146	0.604843707723333	0.565785625466667	0.401271375323333	0.40555410597	0.43579327894	0.441048003316667	0.363228822746667	0.418669677513333	0.391885111193333	0.43384811165
CEBPB	0.39954568593	0.658996189566667	0.287141441633333	0.670806560366667	0.158409643403333	0.282274789263333	0.118941346023333	0.420134414473333	0.490550429966667	0.376149336855333	0.709386437733333	0.427222631313333	0.11438084722	0.542980720433333	0.348339228676667	0.11419940738	0.627568477	0.260984762583333	0.0441816123633333	0.189270609113333	0.0893735429806667	0.7065383035	0.315826342413333	0.0900792644676667	0.399291130366	0.182623659006667	0.687231718233333	0.809139651666667	0.05232016464	0.131714828113333	0.14267340691	0.29297028393	0.704411447333333	0.148137924103333	0.099270850225	0.2809339469	0.20613133713	0.33423644573	0.13148529279	0.39267983807	0.245674155886667	0.13959015212	0.104500806846667	0.45805326907	0.179486080233333	0.08892335188	0.0853859880416667	0.892317914666667	0.305023478958	0.707670326	0.351813209593333	0.090079763601	0.639762110333333	0.6054079811	0.581574872933333	0.842682578	0.121173561803333	0.205392821554	0.161847617706667	0.57772039876	0.749924088666667	0.128877517796667	0.504147398533333	0.15929430331	0.106576658203333	0.254308509636667	0.225052294176667	0.545262208233333	0.10874185065	0.736838853	0.295808604286667	0.7362167625	0.218740156353333	0.44582394942	0.291865087624667	0.240851163441	0.678961061	0.162729547403333	0.252633336796667	0.25338134789	0.298678784193333	0.543616988666667	0.436000951496667	0.11018573798	0.222662485216667	0.1644744254	0.0938444437693333	0.0535300510466667	0.8367658022	0.125183661306667	0.833979248666667	0.6902149408	0.18489245919	0.493617018866667	0.417223259248333	0.092811591062	0.5836234501	0.0569501049	0.252022514123333	0.187938539316667	0.858439636666667	0.747092035666667	0.12989427151	0.138080616731	0.16922514049	0.119197868873	0.0775042201233333	0.314711129606667	0.237257777906667	0.113944647763333
FOS	0.426492232833333	0.853436696666667	0.496406509	0.915732256666667	0.09735800494	0.280524906333333	0.0352666247033333	0.0960918401666667	0.580707711	0.0332017304966667	0.733109866666667	0.0584680005	0.100898943715667	0.386587922666667	0.452953724	0.0616742416433333	0.05885157814	0.0540984545533333	0.0255371600466667	0.09727898788	0.03041008992	0.224124519633333	0.16362804984	0.0205079493616667	0.11631803647	0.05837300856	0.813207361333333	0.062516218352	0.027453268802	0.04381655604	0.08830688488	0.1098056861	0.160876566466667	0.0330431440686667	0.035033221481	0.238931136766667	0.0840606648256667	0.0735814570206667	0.0588330440666667	0.36067672	0.2032887851	0.0817850976533333	0.0537590927	0.906618774333333	0.038843022707	0.0385067689413333	0.02793639571	0.924761523333333	0.682256816666667	0.482935118333333	0.0361055015543333	0.0622578464543333	0.152374044223333	0.800217358	0.550192348666667	0.96392892	0.0357534381566667	0.02639980782	0.0584775232366667	0.243545838866667	0.199966822966667	0.06972280368	0.836843683333333	0.114776948093333	0.049639142938	0.06109031563	0.07998173404	0.06371994487	0.10488559055	0.124098029936667	0.648101471333333	0.915248536666667	0.2086837149	0.330844512333333	0.0825527967433333	0.347168174	0.124557134555	0.041447615806	0.0609705275623333	0.361086893333333	0.3350464355	0.5857328	0.570029594	0.0451098871313333	0.0781342705356667	0.0740901159393333	0.04934063186	0.0355741069566667	0.928946173333333	0.050546295219	0.87268396	0.186100743843333	0.1493042648	0.0755112071433333	0.095466670349	0.0305357507836667	0.806664726666667	0.0127113928633333	0.2107723471	0.118507472383333	0.89974225	0.94725354	0.0653149727733333	0.15696783313	0.19530753534	0.0619887602873333	0.0546793826266667	0.105676608123333	0.213436597166667	0.0559727945733333
E2F1	0.535513253333333	0.51095323	0.581571423333333	0.68839601	0.0168442096913333	0.1248326472	0.344930416	0.028133075922	0.131232001233333	0.578646393333333	0.0263681013566667	0.009890255919	0.536653102666667	0.02580624258	0.03434148153	0.0198680021446667	0.020844707973	0.01472993889	0.04819013025	0.0837470487466667	0.00917638935933333	0.582449636666667	0.0383189709833333	0.0141795270863333	0.0469434676193333	0.0182435903556667	0.141934957266667	0.238199639	0.0106754218973333	0.0178280299003333	0.0656111161566667	0.030239662054	0.454267867333333	0.0212602155416667	0.0147652413466667	0.392325371333333	0.0205933188740667	0.02651470953	0.05402917161023	0.581765886666667	0.0350416945466667	0.420183867	0.0857465747666667	0.981643833333333	0.0789140851033333	0.0168926425676667	0.0147684551483333	0.92408411	0.222380425666667	0.258882923666667	0.150582827	0.889238923333333	0.149586573666667	0.671860066666667	0.0947133600666667	0.67451251	0.0630258325733333	0.858143803333333	0.0558130486166667	0.409326657	0.0387932564366667	0.394242382	0.901222833333333	0.0547051276166667	0.387751656333333	0.0106757513383333	0.0151201017913333	0.311185198333333	0.0311675696773333	0.495315523666667	0.641407456666667	0.339688342666667	0.86291143	0.141574301233333	0.880613303333333	0.853262846666667	0.2468854275	0.0618882671206667	0.07347279628	0.181197342333333	0.1362815914	0.219598733066667	0.302217356666667	0.051018211774	0.413611310666667	0.212358375533333	0.029807864754	0.017081339234	0.82989411	0.0227566346966667	0.558537203333333	0.95493224	0.0174324401743333	0.0629057151466667	0.940126623333333	0.118076406933333	0.839309256666667	0.0137678540196667	0.026956593696	0.0312665395946667	0.415717987	0.954865636666667	0.0157118793853333	0.552052323	0.0965846488966667	0.0365929121033333	0.0190330882063333	0.0185499887143333	0.377744019666667	0.0410311765326667
E2F3	0.764414218	0.678821338666667	0.696456197333333	0.708238269333333	0.0678439376566667	0.183260648063333	0.606564406033333	0.11710567691	0.317221862926667	0.715479049333333	0.111144231591	0.0391261673366667	0.686132949	0.0831674255533333	0.101558291623333	0.0622033531333333	0.0685593324156667	0.0350324753633333	0.164137103686667	0.228393024476667	0.0257671754123333	0.784225223	0.0774715439766667	0.0493247314433333	0.132212271263333	0.0538910988433333	0.211871613466667	0.360339388033333	0.0220769344276667	0.0389994488	0.173501131543333	0.09578313837	0.601173143733333	0.0521740752233333	0.0361485488726667	0.51027372508	0.05716828621	0.0807795311233333	0.106336787296667	0.848943272	0.102360885733333	0.38282431643	0.6142312963	0.943415303333333	0.200407649936667	0.0463576988066667	0.06829386888	0.919601356666667	0.4631985437	0.620243955133333	0.288857598402	0.896255813333333	0.327602809	0.802891741	0.347115797133333	0.818228058	0.260682524916667	0.839382774666667	0.14236627437	0.4937757931	0.117028559442667	0.779399125	0.866720688	0.22350472422	0.613855180333333	0.0264260389813333	0.06291536822	0.287251692176667	0.08506677817	0.576624782633333	0.855721353333333	0.532428840233333	0.85868572	0.323416080593333	0.844398814666667	0.780747847666667	0.305099183043333	0.208745764666667	0.147411005603333	0.285907541133333	0.380728722436667	0.41903163394	0.33727357931	0.13332475948	0.528433528933333	0.4520010325	0.0946682986733333	0.0591829040466667	0.854562043333333	0.0894460144833333	0.793144018	0.93450632	0.0583894233466667	0.166095725236667	0.92149918	0.170311202906667	0.811697120333333	0.0364958874343333	0.077578225816	0.0984845207243333	0.464517673366667	0.92792187	0.0465312186633333	0.646395795333333	0.380118126903333	0.1552622122	0.0363201345433333	0.0514034646546667	0.5424510884	0.0857149610166667
